comment_id,content_id,text,timestamp
COMM_3DE73BDC,CONTENT_DB176958,Good content,2026-07-09 16:41:46
COMM_5D2E7948,CONTENT_DB176958,Nice video,2026-07-08 03:41:46
COMM_0FC76E7C,CONTENT_5FB96089,Hello from Brazil,2026-06-07 17:41:46
COMM_AB7C8D9F,CONTENT_8DE4C828,Thanks for sharing,2026-04-21 01:41:46
COMM_EA7814FF,CONTENT_8DE4C828,Nice video,2026-04-22 15:41:46
COMM_EB2C1470,CONTENT_8DE4C828,This happens to me all the time,2026-04-22 21:41:46
COMM_85558233,CONTENT_8DE4C828,Great tips,2026-04-22 02:41:46
COMM_2C810935,CONTENT_8DE4C828,I don't really agree but okay,2026-04-22 19:41:46
COMM_A7E47E67,CONTENT_08B8DB16,This happens to me all the time,2026-08-14 19:41:46
COMM_C2ED769B,CONTENT_08B8DB16,I feel exactly the same way,2026-08-15 06:41:46
COMM_81940380,CONTENT_9E0D2AAF,I can relate,2026-06-26 01:41:46
COMM_BA8DF46C,CONTENT_9E0D2AAF,I feel exactly the same way,2026-06-25 15:41:46
COMM_BBBB3E24,CONTENT_9E0D2AAF,Hello from Brazil,2026-06-25 09:41:46
COMM_EA697C8F,CONTENT_837C3476,Interesting perspective,2026-06-20 11:41:46
COMM_57D8FBD1,CONTENT_837C3476,Interesting perspective,2026-06-19 18:41:46
COMM_4DA4C293,CONTENT_837C3476,exactly my situation,2026-06-20 11:41:46
COMM_36C8AE51,CONTENT_837C3476,I've been through this,2026-06-20 14:41:46
COMM_1492DA22,CONTENT_837C3476,I feel exactly the same way,2026-06-19 17:41:46
COMM_C7F3E76F,CONTENT_4D32FAC8,Hello from Brazil,2026-07-19 14:41:46
COMM_623B9F4E,CONTENT_4D32FAC8,Nice video,2026-07-18 05:41:46
COMM_BBDE1FB9,CONTENT_4D32FAC8,Great tips,2026-07-18 00:41:46
COMM_96A969D6,CONTENT_3F018226,Thanks for sharing,2026-04-29 12:41:46
COMM_7E44C339,CONTENT_6B98062D,I feel exactly the same way,2026-04-29 12:41:46
COMM_034DD09B,CONTENT_512751ED,Nice video,2026-06-28 14:41:46
COMM_2C9723B3,CONTENT_7250FB4F,I've been through this,2026-03-19 07:41:46
COMM_4C0E01E6,CONTENT_F5396610,Interesting perspective,2026-07-19 03:41:46
COMM_586F1D0F,CONTENT_F5396610,Interesting perspective,2026-07-19 00:41:46
COMM_523D734D,CONTENT_F5396610,Hello from Brazil,2026-07-19 01:41:46
COMM_CAB8B9BA,CONTENT_F5396610,I don't really agree but okay,2026-07-18 06:41:46
COMM_8313A001,CONTENT_91C6EA89,Interesting perspective,2026-07-03 13:41:46
COMM_F3F69950,CONTENT_B1F58A29,Thanks for sharing,2026-08-11 02:41:46
COMM_921D2388,CONTENT_B1F58A29,I don't really agree but okay,2026-08-10 11:41:46
COMM_1CCC3E5F,CONTENT_B1F58A29,Thanks for sharing,2026-08-10 01:41:46
COMM_B16B7E13,CONTENT_3E35D5BB,I've been through this,2026-05-04 04:41:46
COMM_E91306AE,CONTENT_3E35D5BB,Great tips,2026-05-03 19:41:46
COMM_A15EBCBD,CONTENT_3E35D5BB,This happens to me all the time,2026-05-03 00:41:46
COMM_3F57577B,CONTENT_3E35D5BB,I can relate,2026-05-03 10:41:46
COMM_46781A54,CONTENT_184E0CBA,Interesting perspective,2026-05-30 02:41:46
COMM_8D655783,CONTENT_184E0CBA,Hello from Brazil,2026-05-31 06:41:46
COMM_27E1E47E,CONTENT_184E0CBA,Nice video,2026-05-30 19:41:46
COMM_D0B39AF6,CONTENT_0B480D0C,I thought I was the only one,2026-06-16 09:41:46
COMM_22A82445,CONTENT_0B480D0C,This happens to me all the time,2026-06-17 15:41:46
COMM_E70B19C3,CONTENT_0B480D0C,Hello from Brazil,2026-06-16 16:41:46
COMM_C5270523,CONTENT_BC88785A,I've been through this,2026-03-22 02:41:46
COMM_05AEE04E,CONTENT_BC88785A,Thanks for sharing,2026-03-23 16:41:46
COMM_C7EE368D,CONTENT_BC88785A,Good content,2026-03-22 20:41:46
COMM_DC1C5845,CONTENT_02D8C7FE,this is literally me,2026-05-31 19:41:46
COMM_BAAB1E0E,CONTENT_02D8C7FE,I thought I was the only one,2026-06-01 14:41:46
COMM_1EDB1C68,CONTENT_02D8C7FE,This happens to me all the time,2026-06-01 11:41:46
COMM_06E1327B,CONTENT_02D8C7FE,same here,2026-05-31 07:41:46
COMM_8FEEFB0E,CONTENT_62C5FC45,I feel exactly the same way,2026-03-26 11:41:46
COMM_47263F55,CONTENT_62C5FC45,This happens to me all the time,2026-03-26 02:41:46
COMM_767CD749,CONTENT_107E72E7,I don't really agree but okay,2026-03-26 23:41:46
COMM_D67203F3,CONTENT_107E72E7,Good content,2026-03-26 15:41:46
COMM_45A066FC,CONTENT_107E72E7,Great tips,2026-03-27 04:41:46
COMM_3313CF25,CONTENT_107E72E7,Good content,2026-03-27 20:41:46
COMM_0297C46D,CONTENT_107E72E7,I don't really agree but okay,2026-03-27 18:41:46
COMM_92C65A7B,CONTENT_6FD15323,Interesting perspective,2026-06-06 01:41:46
COMM_430E06A0,CONTENT_6FD15323,Thanks for sharing,2026-06-07 09:41:46
COMM_9857F27C,CONTENT_6FD15323,Interesting perspective,2026-06-07 07:41:46
COMM_A58498F2,CONTENT_6FD15323,Nice video,2026-06-07 20:41:46
COMM_DF5D3812,CONTENT_F8B931D4,same here,2026-06-26 04:41:46
COMM_B14B5BB4,CONTENT_E85EB887,Thanks for sharing,2026-03-14 06:41:46
COMM_F49ACFB2,CONTENT_E85EB887,Nice video,2026-03-14 20:41:46
COMM_18F7DA3B,CONTENT_00833BC8,same here,2026-04-05 19:41:46
COMM_8664824F,CONTENT_00833BC8,This happens to me all the time,2026-04-05 12:41:46
COMM_7360973A,CONTENT_00833BC8,This happens to me all the time,2026-04-04 06:41:46
COMM_CF41CE08,CONTENT_00833BC8,I can relate,2026-04-05 19:41:46
COMM_ED208E62,CONTENT_8EA17506,I struggle with this daily,2026-06-10 08:41:46
COMM_35F31147,CONTENT_8EA17506,same here,2026-06-10 16:41:46
COMM_6C5DC7EB,CONTENT_09684FAE,Great tips,2026-08-17 12:41:46
COMM_0FF078B3,CONTENT_09684FAE,I don't really agree but okay,2026-08-17 23:41:46
COMM_64A5718A,CONTENT_F1419D60,same here,2026-05-12 14:41:46
COMM_D92AE764,CONTENT_F1419D60,I feel exactly the same way,2026-05-13 22:41:46
COMM_92D28038,CONTENT_F1419D60,Great tips,2026-05-13 09:41:46
COMM_8053CF75,CONTENT_F1419D60,Hello from Brazil,2026-05-12 04:41:46
COMM_FC0F4764,CONTENT_F1419D60,I don't really agree but okay,2026-05-12 14:41:46
COMM_053D7514,CONTENT_1A456DD7,I feel exactly the same way,2026-09-01 10:41:46
COMM_248D7EF2,CONTENT_1A456DD7,I don't really agree but okay,2026-09-02 15:41:46
COMM_6D9D55E6,CONTENT_1A456DD7,I struggle with this daily,2026-09-01 21:41:46
COMM_EB3C2A2B,CONTENT_1A456DD7,Hello from Brazil,2026-09-01 15:41:46
COMM_CE10947D,CONTENT_42085D58,Interesting perspective,2026-03-26 05:41:46
COMM_3F0B2175,CONTENT_42085D58,Nice video,2026-03-26 13:41:46
COMM_90223077,CONTENT_42085D58,This happens to me all the time,2026-03-25 17:41:46
COMM_8BFC21EF,CONTENT_A78515AC,I feel exactly the same way,2026-03-12 07:41:46
COMM_8C745F71,CONTENT_A78515AC,Good content,2026-03-12 11:41:46
COMM_E23D12CB,CONTENT_A78515AC,Hello from Brazil,2026-03-12 07:41:46
COMM_733CA4BC,CONTENT_9C27A63E,Hello from Brazil,2026-07-20 21:41:46
COMM_C50ADEA7,CONTENT_9C27A63E,Nice video,2026-07-20 21:41:46
COMM_EB1DCDA5,CONTENT_9C27A63E,Thanks for sharing,2026-07-19 16:41:46
COMM_2ADBA5E8,CONTENT_9C27A63E,Good content,2026-07-19 03:41:46
COMM_6A2B34FB,CONTENT_9C27A63E,I can relate,2026-07-19 01:41:46
COMM_FE5F3B89,CONTENT_BA1C3AB9,Good content,2026-07-19 06:41:46
COMM_0726ACA5,CONTENT_BA1C3AB9,Nice video,2026-07-18 06:41:46
COMM_EEFA3AA3,CONTENT_BA1C3AB9,this is literally me,2026-07-19 19:41:46
COMM_78541275,CONTENT_E12943D5,Thanks for sharing,2026-06-15 17:41:46
COMM_B6E71E6F,CONTENT_E12943D5,Great tips,2026-06-16 13:41:46
COMM_01F4C54A,CONTENT_E12943D5,Great tips,2026-06-16 17:41:46
COMM_629F04F7,CONTENT_E12943D5,Hello from Brazil,2026-06-15 00:41:46
COMM_6984532C,CONTENT_E12943D5,I struggle with this daily,2026-06-15 14:41:46
COMM_28F446E1,CONTENT_88703835,Good content,2026-05-11 16:41:46
COMM_6E28243D,CONTENT_88703835,exactly my situation,2026-05-11 17:41:46
COMM_DC152B7B,CONTENT_88703835,Good content,2026-05-11 15:41:46
COMM_41158739,CONTENT_88703835,Good content,2026-05-10 11:41:46
COMM_0F3B88A3,CONTENT_88703835,I feel exactly the same way,2026-05-10 03:41:46
COMM_070ADB7E,CONTENT_8F65C1BA,I struggle with this daily,2026-03-14 02:41:46
COMM_ECEE45E0,CONTENT_8F65C1BA,Good content,2026-03-13 16:41:46
COMM_C473E5A5,CONTENT_4D0E1CA3,Great tips,2026-05-03 10:41:46
COMM_D800F876,CONTENT_4D0E1CA3,Great tips,2026-05-02 23:41:46
COMM_BB6875D3,CONTENT_4D0E1CA3,Great tips,2026-05-03 21:41:46
COMM_87C4AFD8,CONTENT_4D0E1CA3,Nice video,2026-05-02 22:41:46
COMM_2CFEE5DD,CONTENT_0D457AEF,Nice video,2026-04-03 20:41:46
COMM_B0F7E263,CONTENT_A5E97CBA,I don't really agree but okay,2026-07-04 19:41:46
COMM_B716D9D4,CONTENT_A5E97CBA,I can relate,2026-07-03 14:41:46
COMM_B359380C,CONTENT_A5E97CBA,I can relate,2026-07-03 13:41:46
COMM_8A574FE8,CONTENT_A493B99D,Thanks for sharing,2026-05-10 12:41:46
COMM_A8C3A2F3,CONTENT_A493B99D,this is literally me,2026-05-09 14:41:46
COMM_C863A699,CONTENT_247D966C,I feel exactly the same way,2026-03-20 13:41:46
COMM_C81B90B6,CONTENT_247D966C,I thought I was the only one,2026-03-21 13:41:46
COMM_BE6E25CA,CONTENT_247D966C,Thanks for sharing,2026-03-20 01:41:46
COMM_E9E5D406,CONTENT_247D966C,This happens to me all the time,2026-03-20 15:41:46
COMM_62286115,CONTENT_CEEC5EF5,Great tips,2026-07-09 20:41:46
COMM_D2261038,CONTENT_CEEC5EF5,Hello from Brazil,2026-07-09 11:41:46
COMM_6F0AD02B,CONTENT_BEBB7C57,I can relate,2026-03-22 20:41:46
COMM_52E39598,CONTENT_704E45E3,Hello from Brazil,2026-07-13 10:41:46
COMM_2DF993BB,CONTENT_704E45E3,I struggle with this daily,2026-07-13 11:41:46
COMM_CEDD1C45,CONTENT_E4E92AFA,same here,2026-07-02 21:41:46
COMM_D0C1532F,CONTENT_42696AB8,I don't really agree but okay,2026-05-18 02:41:46
COMM_297CD8AE,CONTENT_4D5134B6,This happens to me all the time,2026-07-31 02:41:46
COMM_2C500917,CONTENT_D3F1CAE2,I don't really agree but okay,2026-08-11 16:41:46
COMM_4A71CAD0,CONTENT_D3F1CAE2,I don't really agree but okay,2026-08-11 18:41:46
COMM_3783A9AE,CONTENT_D3F1CAE2,Good content,2026-08-12 15:41:46
COMM_1EEF3755,CONTENT_D3F1CAE2,Thanks for sharing,2026-08-12 22:41:46
COMM_D70AEAFD,CONTENT_ABA2DD06,Great tips,2026-04-04 20:41:46
COMM_E3FD8381,CONTENT_ABA2DD06,Nice video,2026-04-05 08:41:46
COMM_F41CD9D9,CONTENT_ABA2DD06,Thanks for sharing,2026-04-05 09:41:46
COMM_CBF2D803,CONTENT_ABA2DD06,Thanks for sharing,2026-04-04 18:41:46
COMM_7F7ABAA9,CONTENT_ABA2DD06,I don't really agree but okay,2026-04-05 04:41:46
COMM_606B2B0E,CONTENT_59D4E38D,this is literally me,2026-06-07 12:41:46
COMM_40609405,CONTENT_59D4E38D,I feel exactly the same way,2026-06-07 11:41:46
COMM_F7CE07B6,CONTENT_FD77637D,same here,2026-07-29 12:41:46
COMM_6A25B63E,CONTENT_FD77637D,I struggle with this daily,2026-07-30 18:41:46
COMM_C42E6272,CONTENT_FD77637D,Interesting perspective,2026-07-29 00:41:46
COMM_7170A4D1,CONTENT_2E3019C5,Hello from Brazil,2026-05-19 10:41:46
COMM_AA49D89D,CONTENT_2E3019C5,Interesting perspective,2026-05-18 05:41:46
COMM_1BCCFB5B,CONTENT_2E3019C5,I don't really agree but okay,2026-05-18 07:41:46
COMM_92767A84,CONTENT_D9A557D0,Interesting perspective,2026-05-13 16:41:46
COMM_DF6145B3,CONTENT_D9A557D0,same here,2026-05-13 13:41:46
COMM_8C33E87E,CONTENT_D9A557D0,Good content,2026-05-14 02:41:46
COMM_40645719,CONTENT_D9A557D0,Interesting perspective,2026-05-14 09:41:46
COMM_B2ABE202,CONTENT_D9A557D0,Thanks for sharing,2026-05-13 22:41:46
COMM_815E994B,CONTENT_F20524B2,This happens to me all the time,2026-05-23 22:41:46
COMM_32717316,CONTENT_F20524B2,This happens to me all the time,2026-05-22 04:41:46
COMM_DBA3A680,CONTENT_F20524B2,Good content,2026-05-23 01:41:46
COMM_341349EE,CONTENT_1E711F19,Thanks for sharing,2026-05-20 15:41:46
COMM_B721F63B,CONTENT_1E711F19,I feel exactly the same way,2026-05-20 02:41:46
COMM_2104D2E9,CONTENT_1E711F19,I struggle with this daily,2026-05-20 10:41:46
COMM_68C0AFFB,CONTENT_1C6E7234,Interesting perspective,2026-07-28 16:41:46
COMM_0F3CEF4C,CONTENT_F23A2C9A,I don't really agree but okay,2026-07-30 21:41:46
COMM_D2A3F89D,CONTENT_F23A2C9A,I feel exactly the same way,2026-07-30 14:41:46
COMM_2CE69293,CONTENT_F23A2C9A,this is literally me,2026-07-31 07:41:46
COMM_E4568A95,CONTENT_F23A2C9A,I don't really agree but okay,2026-07-31 12:41:46
COMM_E84CF74F,CONTENT_F23A2C9A,this is literally me,2026-07-30 13:41:46
COMM_071542FB,CONTENT_B3550F64,Nice video,2026-03-23 14:41:46
COMM_7BA815FA,CONTENT_B3550F64,Nice video,2026-03-23 14:41:46
COMM_7B569EA0,CONTENT_C9850936,exactly my situation,2026-03-21 11:41:46
COMM_D974FA10,CONTENT_C9850936,Great tips,2026-03-20 12:41:46
COMM_335DC0B2,CONTENT_249DF4C9,Great tips,2026-03-22 10:41:46
COMM_3F1C5D98,CONTENT_249DF4C9,Hello from Brazil,2026-03-22 04:41:46
COMM_63CDBAC3,CONTENT_249DF4C9,Good content,2026-03-23 07:41:46
COMM_73486E26,CONTENT_C2B30F71,I struggle with this daily,2026-08-17 18:41:46
COMM_D9A8211C,CONTENT_C2B30F71,I feel exactly the same way,2026-08-17 08:41:46
COMM_BB4D9F7D,CONTENT_C4E330B4,I feel exactly the same way,2026-05-13 16:41:46
COMM_8B02D87B,CONTENT_C4E330B4,I thought I was the only one,2026-05-13 00:41:46
COMM_F81224E7,CONTENT_C4E330B4,This happens to me all the time,2026-05-13 08:41:46
COMM_47E72603,CONTENT_C4E330B4,I can relate,2026-05-12 11:41:46
COMM_C4F8783A,CONTENT_C4E330B4,This happens to me all the time,2026-05-12 14:41:46
COMM_9E7C6828,CONTENT_D6769C12,Good content,2026-08-24 04:41:46
COMM_6406D201,CONTENT_D6769C12,I thought I was the only one,2026-08-24 21:41:46
COMM_5C551FA1,CONTENT_D6769C12,Interesting perspective,2026-08-24 17:41:46
COMM_E98A0CAD,CONTENT_178E15F2,I thought I was the only one,2026-09-07 22:41:46
COMM_6E7E28E9,CONTENT_0942E50C,I thought I was the only one,2026-04-13 23:41:46
COMM_B2C6FF3A,CONTENT_7C3D762E,I don't really agree but okay,2026-04-01 09:41:46
COMM_A0A9C1BC,CONTENT_7C3D762E,I've been through this,2026-03-31 06:41:46
COMM_FA36DB12,CONTENT_7C3D762E,Hello from Brazil,2026-03-31 00:41:46
COMM_258D85DB,CONTENT_7C3D762E,Thanks for sharing,2026-04-01 03:41:46
COMM_750CB3A0,CONTENT_7C3D762E,I don't really agree but okay,2026-04-01 11:41:46
COMM_43BDD842,CONTENT_D365AC77,I thought I was the only one,2026-07-24 04:41:46
COMM_B18D264C,CONTENT_D365AC77,This happens to me all the time,2026-07-24 07:41:46
COMM_FAFC9B2C,CONTENT_D365AC77,I feel exactly the same way,2026-07-24 02:41:46
COMM_D436815A,CONTENT_D365AC77,same here,2026-07-25 08:41:46
COMM_884793C7,CONTENT_D365AC77,I thought I was the only one,2026-07-25 06:41:46
COMM_494B4010,CONTENT_EA570C62,I can relate,2026-08-01 20:41:46
COMM_D64B9A5C,CONTENT_EA570C62,this is literally me,2026-08-02 13:41:46
COMM_C2E3694A,CONTENT_EA570C62,I feel exactly the same way,2026-08-01 22:41:46
COMM_7A72541A,CONTENT_EA570C62,I feel exactly the same way,2026-08-01 23:41:46
COMM_14495F48,CONTENT_EA570C62,I've been through this,2026-08-02 13:41:46
COMM_E574D7A7,CONTENT_70B78AB6,I thought I was the only one,2026-07-08 13:41:46
